@relation bank-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute age numeric
@attribute job {admin.,technician,services,management,retired,blue-collar,unemployed,entrepreneur,housemaid,unknown,self-employed,student}
@attribute marital {married,single,divorced}
@attribute education {secondary,tertiary,primary,unknown}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute previous numeric
@attribute poutcome {unknown,other,failure,success}
@attribute deposit {yes,no}

@data
47,admin.,single,primary,683,no,no,cellular,20,nov,101,1,0,unknown,no
44,technician,married,secondary,7863,no,no,cellular,26,aug,59,6,0,unknown,no
33,technician,married,secondary,218,yes,yes,telephone,2,mar,169,4,0,unknown,no
47,admin.,divorced,secondary,295,yes,no,unknown,6,jun,94,2,0,unknown,yes
54,management,married,tertiary,0,no,yes,cellular,19,nov,307,3,0,unknown,no
31,technician,married,secondary,2363,yes,no,unknown,13,may,247,1,0,unknown,no
31,services,married,secondary,182,no,no,cellular,20,aug,231,2,0,unknown,no
34,admin.,married,secondary,384,yes,no,cellular,14,may,551,2,0,unknown,no
47,housemaid,married,secondary,2524,no,no,cellular,12,oct,105,1,0,unknown,yes
60,retired,married,secondary,8590,no,no,unknown,5,jun,85,1,0,unknown,no
62,management,married,tertiary,7458,no,no,cellular,30,oct,212,2,0,unknown,yes
30,services,single,secondary,140,yes,no,cellular,15,may,760,1,0,unknown,yes
29,blue-collar,single,primary,213,yes,no,unknown,6,jun,2653,3,0,unknown,yes
51,admin.,married,secondary,2662,no,no,telephone,28,jan,148,2,0,unknown,no
32,management,single,tertiary,1882,no,no,cellular,25,aug,497,5,0,unknown,yes
50,management,single,tertiary,490,no,no,cellular,14,aug,273,5,0,unknown,no
46,admin.,divorced,secondary,875,yes,yes,cellular,11,may,269,3,2,failure,no
48,management,single,tertiary,86,no,no,cellular,28,jun,281,3,6,other,yes
50,admin.,married,secondary,219,yes,no,cellular,15,jul,419,7,0,unknown,no
58,technician,married,secondary,589,yes,no,cellular,10,feb,511,3,6,success,yes
37,management,married,tertiary,6014,yes,no,cellular,15,jul,163,6,0,unknown,no
53,admin.,divorced,secondary,223,yes,yes,cellular,22,jul,534,1,0,unknown,no
35,management,single,tertiary,471,no,no,cellular,5,jun,276,2,0,unknown,yes
57,retired,divorced,primary,0,no,yes,cellular,24,jul,125,2,0,unknown,no
28,management,single,tertiary,-227,yes,no,unknown,4,jun,298,2,0,unknown,no
35,management,married,tertiary,71,yes,no,cellular,30,apr,510,2,0,unknown,no
30,management,single,tertiary,1636,no,no,unknown,6,jun,301,2,0,unknown,no
49,technician,divorced,secondary,2677,yes,yes,cellular,31,jul,67,3,0,unknown,no
62,retired,married,secondary,1495,no,no,cellular,2,feb,265,1,0,unknown,yes
40,management,married,tertiary,552,no,no,cellular,28,jul,761,8,0,unknown,no
25,blue-collar,single,secondary,1857,yes,no,cellular,13,apr,295,4,6,success,yes
51,admin.,married,tertiary,0,yes,yes,cellular,8,mar,124,2,0,unknown,yes
24,self-employed,single,tertiary,2984,yes,no,unknown,27,may,935,1,0,unknown,yes
38,management,married,tertiary,-239,yes,no,unknown,2,jun,221,2,0,unknown,no
51,technician,married,tertiary,0,no,no,telephone,17,nov,81,1,0,unknown,no
54,services,married,unknown,386,no,yes,unknown,20,jun,838,1,0,unknown,yes
31,management,divorced,tertiary,71,no,no,cellular,12,mar,119,1,0,unknown,yes
65,retired,married,tertiary,2416,no,no,cellular,17,feb,221,2,0,unknown,yes
28,blue-collar,single,secondary,-193,no,no,cellular,18,jul,580,7,0,unknown,no
46,self-employed,married,tertiary,2421,no,no,cellular,19,nov,1084,1,4,failure,yes
42,admin.,single,secondary,4253,yes,no,cellular,13,may,146,1,0,unknown,no
56,management,divorced,tertiary,310,no,no,unknown,20,jun,75,4,0,unknown,no
36,admin.,single,secondary,449,yes,no,unknown,20,jun,136,3,0,unknown,no
42,blue-collar,married,primary,205,yes,no,cellular,17,apr,582,1,0,unknown,no
42,blue-collar,married,primary,1556,no,yes,cellular,8,jul,113,1,0,unknown,no
33,blue-collar,single,primary,447,yes,no,unknown,9,may,180,2,0,unknown,no
30,blue-collar,married,secondary,0,yes,no,unknown,26,may,30,1,0,unknown,no
26,admin.,single,tertiary,313,no,yes,cellular,26,feb,210,2,0,unknown,yes
57,management,married,tertiary,3431,yes,no,cellular,21,nov,55,2,1,failure,no
58,blue-collar,married,secondary,1457,yes,no,cellular,8,jul,144,4,0,unknown,no
28,admin.,single,tertiary,373,yes,no,cellular,4,feb,126,1,0,unknown,no
52,blue-collar,married,secondary,7119,no,yes,telephone,20,nov,871,3,0,unknown,yes
61,admin.,married,unknown,4629,yes,no,cellular,27,jan,181,1,1,success,yes
32,management,single,tertiary,718,yes,no,cellular,29,dec,155,1,1,success,yes
46,management,married,secondary,5559,no,no,unknown,17,jun,483,1,0,unknown,no
28,student,single,tertiary,22,yes,no,cellular,15,may,536,2,0,unknown,yes
50,management,married,tertiary,2050,no,no,cellular,6,aug,158,3,0,unknown,no
82,retired,married,secondary,276,no,no,telephone,17,aug,199,1,0,unknown,yes
26,management,married,tertiary,775,no,no,unknown,19,may,35,3,0,unknown,no
41,blue-collar,single,secondary,3851,no,no,cellular,19,nov,130,1,0,unknown,no
33,blue-collar,single,primary,777,no,no,cellular,7,jul,263,1,0,unknown,no
41,unknown,married,unknown,779,no,no,cellular,30,jul,647,10,0,unknown,no
36,student,married,primary,3503,no,no,unknown,6,jun,31,1,0,unknown,no
56,unemployed,married,secondary,660,yes,no,unknown,6,jun,72,3,0,unknown,no
48,management,divorced,tertiary,17964,yes,no,cellular,1,sep,120,1,5,success,yes
30,technician,single,tertiary,106,yes,no,cellular,13,may,119,3,0,unknown,no
51,blue-collar,married,primary,541,no,no,cellular,11,aug,663,3,0,unknown,yes
36,blue-collar,married,secondary,3935,yes,yes,unknown,27,may,220,6,0,unknown,no
43,management,divorced,tertiary,1133,yes,no,cellular,5,may,131,1,0,unknown,no
38,technician,divorced,secondary,-397,yes,yes,cellular,21,jul,91,9,0,unknown,no
23,services,single,secondary,425,yes,no,unknown,3,jun,768,1,0,unknown,yes
34,technician,married,secondary,0,yes,no,cellular,3,aug,261,1,2,failure,yes
34,admin.,single,secondary,1704,yes,no,unknown,15,may,218,2,0,unknown,no
47,admin.,married,secondary,3676,no,no,cellular,15,jul,415,2,1,other,yes
51,unemployed,divorced,tertiary,0,no,no,cellular,31,jul,574,2,0,unknown,yes
36,management,married,tertiary,3770,yes,no,cellular,31,jul,150,4,0,unknown,no
72,retired,married,secondary,2850,no,no,cellular,16,oct,131,2,1,success,no
44,entrepreneur,married,tertiary,1631,yes,no,cellular,17,nov,81,1,2,failure,no
32,self-employed,married,primary,286,yes,no,cellular,6,aug,175,1,0,unknown,no
54,management,married,tertiary,8295,no,no,cellular,5,jun,207,1,0,unknown,yes
27,admin.,married,tertiary,2855,no,no,cellular,22,jul,138,2,4,success,yes
32,management,married,tertiary,169,no,no,telephone,14,aug,698,2,0,unknown,yes
27,services,married,secondary,1,no,no,cellular,29,jan,528,3,0,unknown,no
47,technician,married,secondary,568,yes,no,cellular,12,aug,1613,1,0,unknown,yes
41,management,married,tertiary,5561,no,no,cellular,20,aug,649,2,0,unknown,yes
43,blue-collar,married,secondary,2160,no,no,cellular,2,jun,169,1,0,unknown,yes
37,unemployed,married,secondary,1978,no,no,cellular,11,mar,335,1,0,unknown,yes
39,admin.,married,tertiary,259,yes,no,unknown,19,may,27,1,0,unknown,no
32,management,single,tertiary,2069,no,no,cellular,22,apr,545,1,0,unknown,yes
50,housemaid,married,tertiary,5260,yes,no,cellular,24,jul,51,2,0,unknown,no
31,services,single,secondary,1709,no,yes,telephone,28,jan,944,3,0,unknown,yes
48,entrepreneur,divorced,tertiary,0,yes,yes,unknown,20,jun,139,1,0,unknown,no
26,management,single,tertiary,3,yes,no,cellular,23,jul,106,1,0,unknown,no
57,retired,married,primary,3518,yes,no,cellular,25,aug,626,3,0,unknown,yes
26,services,single,secondary,136,no,no,cellular,20,apr,120,1,0,unknown,yes
28,services,single,secondary,339,no,no,cellular,3,dec,350,1,1,success,yes
51,blue-collar,married,primary,0,no,no,cellular,20,nov,85,1,0,unknown,no
37,blue-collar,married,primary,89,no,yes,telephone,8,jul,336,4,0,unknown,no
36,blue-collar,married,secondary,928,no,no,cellular,17,apr,224,3,0,unknown,no
34,management,married,tertiary,161,yes,no,cellular,11,jul,378,1,0,unknown,no
33,admin.,single,tertiary,7608,no,no,cellular,30,mar,238,4,0,unknown,yes
55,admin.,divorced,secondary,1693,no,no,cellular,10,aug,247,1,3,success,no
43,admin.,married,secondary,2,yes,yes,cellular,22,jul,254,1,0,unknown,no
35,management,divorced,tertiary,26,no,no,cellular,16,apr,78,2,0,unknown,yes
24,admin.,single,secondary,172,no,no,cellular,3,feb,114,1,0,unknown,no
40,unemployed,single,secondary,334,no,no,cellular,5,mar,219,1,6,other,yes
38,blue-collar,single,tertiary,172,yes,no,cellular,1,apr,1176,1,0,unknown,yes
36,technician,single,secondary,3254,yes,no,unknown,27,oct,207,1,0,unknown,yes
21,student,single,secondary,2488,no,no,cellular,30,jun,258,6,3,success,yes
29,admin.,married,tertiary,332,no,no,cellular,9,apr,179,1,0,unknown,yes
39,admin.,single,secondary,223,no,no,cellular,4,feb,277,1,0,unknown,no
26,blue-collar,single,secondary,428,no,yes,cellular,7,jul,575,1,0,unknown,no
38,management,married,secondary,3840,yes,yes,cellular,17,nov,62,1,0,unknown,no
31,management,married,tertiary,1164,yes,yes,cellular,18,jul,238,3,0,unknown,no
29,management,single,tertiary,1026,no,no,cellular,12,feb,138,2,2,success,yes
49,technician,single,secondary,1202,yes,no,unknown,18,jun,122,1,0,unknown,no
40,management,single,tertiary,3840,yes,no,cellular,24,sep,232,2,2,success,yes
29,services,married,tertiary,6,yes,no,unknown,28,may,143,2,0,unknown,no
40,blue-collar,married,secondary,1515,yes,no,cellular,10,aug,503,1,0,unknown,yes
48,services,married,secondary,1355,no,no,cellular,12,aug,409,7,0,unknown,no
46,blue-collar,single,tertiary,460,yes,no,unknown,7,may,1102,2,0,unknown,yes
48,blue-collar,married,secondary,1405,yes,no,unknown,14,may,629,2,0,unknown,yes
59,blue-collar,divorced,primary,1265,no,yes,cellular,7,jul,849,1,0,unknown,yes
44,blue-collar,married,secondary,1697,yes,no,unknown,4,jul,150,2,0,unknown,yes
70,retired,married,primary,3782,no,no,cellular,16,mar,618,1,0,unknown,no
31,blue-collar,single,secondary,33,yes,no,unknown,15,may,214,4,0,unknown,no
25,blue-collar,single,primary,-289,yes,no,telephone,13,may,56,2,0,unknown,no
27,student,single,tertiary,5169,yes,no,cellular,3,sep,431,1,3,success,yes
27,entrepreneur,married,secondary,2329,no,no,telephone,27,oct,131,1,0,unknown,yes
29,technician,married,secondary,2326,no,no,cellular,6,mar,195,1,0,unknown,yes
33,admin.,married,secondary,393,yes,no,unknown,28,may,383,1,0,unknown,no
25,student,single,secondary,3090,no,no,cellular,21,aug,139,1,0,unknown,no
51,blue-collar,divorced,primary,-19,yes,no,cellular,13,may,829,1,11,failure,yes
48,unemployed,married,secondary,817,no,no,cellular,16,jul,806,3,5,success,yes
62,retired,married,secondary,2801,yes,yes,cellular,9,sep,261,1,1,success,yes
34,blue-collar,married,secondary,29,yes,no,cellular,15,may,285,5,0,unknown,yes
35,self-employed,single,secondary,951,yes,no,cellular,19,nov,220,2,0,unknown,no
27,unknown,single,secondary,1187,no,no,telephone,26,feb,232,1,1,failure,yes
46,management,married,secondary,-27,yes,no,cellular,6,may,289,1,0,unknown,no
30,services,single,secondary,1824,yes,no,cellular,21,jul,153,2,0,unknown,no
48,admin.,married,secondary,476,no,no,unknown,5,jun,489,3,0,unknown,no
35,management,single,tertiary,643,yes,no,unknown,23,may,322,1,0,unknown,no
31,management,married,tertiary,1224,yes,yes,cellular,24,jul,1441,2,0,unknown,yes
39,management,married,tertiary,0,yes,no,cellular,11,may,112,1,0,unknown,no
51,technician,married,secondary,117,no,no,cellular,24,aug,467,2,4,other,yes
80,retired,married,primary,1021,no,no,telephone,26,feb,37,1,0,unknown,no
30,management,single,tertiary,-218,yes,no,cellular,27,aug,13,15,0,unknown,no
95,retired,divorced,primary,2282,no,no,telephone,21,apr,207,17,0,unknown,yes
49,services,married,secondary,-301,yes,no,cellular,12,may,187,4,0,unknown,no
52,blue-collar,married,secondary,1405,no,yes,cellular,17,jul,753,2,0,unknown,yes
42,admin.,married,secondary,445,yes,no,unknown,7,may,202,2,0,unknown,no
44,services,married,secondary,983,no,no,cellular,28,jan,123,1,0,unknown,no
29,entrepreneur,married,secondary,714,yes,yes,cellular,13,may,482,2,0,unknown,yes
48,technician,divorced,tertiary,2328,no,no,cellular,27,aug,129,7,0,unknown,no
72,retired,married,secondary,1978,no,no,cellular,6,sep,312,1,0,unknown,yes
29,management,married,tertiary,10576,no,no,unknown,15,may,1224,2,0,unknown,yes
27,technician,single,tertiary,501,no,yes,telephone,30,jan,370,4,0,unknown,no
30,blue-collar,married,secondary,0,yes,yes,cellular,10,jul,1399,1,0,unknown,yes
57,retired,married,secondary,5313,no,no,cellular,16,dec,283,2,1,success,yes
35,blue-collar,divorced,secondary,0,yes,no,unknown,20,may,1205,1,0,unknown,yes
28,services,single,secondary,168,yes,no,cellular,7,may,128,1,0,unknown,no
32,management,married,tertiary,663,no,yes,cellular,22,jul,62,3,0,unknown,no
27,blue-collar,single,primary,431,yes,no,unknown,15,may,286,2,0,unknown,no
54,management,divorced,tertiary,2171,yes,yes,telephone,18,nov,1034,1,0,unknown,yes
46,blue-collar,married,secondary,922,yes,no,telephone,8,jul,576,1,0,unknown,yes
42,unemployed,married,tertiary,0,no,no,cellular,8,oct,113,1,0,unknown,no
31,blue-collar,single,secondary,2093,no,no,cellular,7,jul,103,1,0,unknown,no
53,services,divorced,secondary,765,yes,no,cellular,14,may,959,3,7,other,yes
22,student,single,secondary,1522,no,no,cellular,30,oct,368,2,0,unknown,yes
41,technician,married,secondary,1788,no,no,cellular,28,aug,222,1,0,unknown,no
28,technician,single,secondary,2335,no,no,cellular,13,may,624,1,0,unknown,yes
34,admin.,divorced,secondary,661,yes,no,cellular,5,aug,245,2,10,failure,yes
40,blue-collar,single,unknown,29,no,no,telephone,7,jul,118,2,0,unknown,no
36,entrepreneur,divorced,tertiary,3407,no,no,cellular,16,mar,392,4,0,unknown,yes
54,management,married,tertiary,122,yes,no,cellular,22,jul,126,3,0,unknown,no
25,student,single,secondary,108,no,no,cellular,29,apr,305,3,0,unknown,yes
33,blue-collar,married,secondary,0,yes,no,cellular,19,nov,330,2,0,unknown,no
35,management,married,tertiary,991,yes,no,cellular,6,may,1489,3,0,unknown,yes
47,housemaid,married,secondary,3940,yes,no,cellular,5,aug,226,3,2,failure,yes
49,management,married,tertiary,0,no,no,telephone,17,oct,223,1,0,unknown,yes
41,management,married,tertiary,1468,yes,no,cellular,31,mar,237,3,0,unknown,yes
27,student,single,secondary,672,no,no,cellular,18,mar,236,2,0,unknown,no
59,retired,married,secondary,25947,no,no,cellular,13,aug,292,2,0,unknown,no
30,blue-collar,married,secondary,321,yes,no,cellular,20,nov,738,2,0,unknown,no
37,blue-collar,divorced,secondary,614,yes,no,unknown,20,may,185,1,0,unknown,no
35,admin.,single,secondary,321,no,no,cellular,21,jul,143,1,3,other,yes
24,student,single,unknown,358,no,no,cellular,14,jun,245,1,1,other,yes
42,blue-collar,married,secondary,2913,no,no,cellular,3,jun,705,1,1,failure,yes
30,student,single,tertiary,7529,no,no,cellular,19,oct,328,1,0,unknown,yes
45,admin.,married,secondary,67,no,no,cellular,5,feb,326,2,0,unknown,no
54,housemaid,married,tertiary,2473,no,no,cellular,5,mar,607,2,0,unknown,yes
35,blue-collar,married,secondary,306,no,no,unknown,20,jun,12,8,0,unknown,no
28,admin.,married,tertiary,174,yes,yes,cellular,11,feb,56,1,2,failure,no
41,management,single,tertiary,1982,no,no,cellular,21,nov,558,1,0,unknown,yes
26,admin.,single,tertiary,313,no,yes,cellular,2,jun,199,1,2,success,yes
36,services,married,secondary,11650,yes,no,telephone,29,jul,268,1,0,unknown,yes
42,services,single,unknown,410,no,no,cellular,21,nov,34,2,0,unknown,no
40,services,married,secondary,105,yes,no,cellular,9,jul,161,1,0,unknown,no
31,blue-collar,single,primary,216,yes,no,unknown,21,may,565,1,0,unknown,yes
77,retired,married,primary,1492,no,no,telephone,1,sep,663,1,2,other,no
57,technician,married,secondary,589,yes,no,cellular,28,jan,198,1,1,other,no
52,management,married,tertiary,601,yes,no,unknown,14,may,249,2,0,unknown,no
50,self-employed,divorced,tertiary,13,yes,no,cellular,20,apr,76,1,0,unknown,yes
58,blue-collar,single,secondary,119,yes,yes,cellular,12,may,985,1,0,unknown,yes
55,retired,married,secondary,102,yes,no,unknown,7,may,74,1,0,unknown,no
41,management,married,tertiary,3016,yes,no,cellular,14,jul,80,3,0,unknown,no
27,student,single,secondary,279,no,no,cellular,12,oct,323,1,0,unknown,yes
49,blue-collar,married,primary,6215,yes,no,cellular,11,may,549,1,0,unknown,no
31,blue-collar,married,primary,0,yes,yes,unknown,12,may,59,4,0,unknown,no
55,services,married,unknown,2944,no,no,cellular,27,aug,672,6,0,unknown,yes
55,technician,married,secondary,517,yes,yes,cellular,6,feb,47,3,4,failure,no
34,student,single,unknown,1011,no,no,cellular,1,jun,253,1,0,unknown,yes
52,retired,married,primary,6,no,no,cellular,22,aug,82,2,0,unknown,no
50,technician,married,secondary,1717,no,no,telephone,7,jul,416,8,0,unknown,no
57,retired,married,tertiary,1269,no,no,cellular,31,aug,1120,1,0,unknown,yes
30,services,single,primary,0,yes,yes,cellular,19,nov,686,1,0,unknown,yes
34,technician,married,secondary,0,no,no,cellular,9,jul,628,1,0,unknown,no
50,management,married,tertiary,453,no,yes,unknown,4,jul,608,1,0,unknown,no
28,blue-collar,married,primary,-196,no,no,cellular,7,jul,209,1,0,unknown,no
40,services,married,secondary,113,yes,no,unknown,4,jun,126,1,0,unknown,no
36,admin.,divorced,secondary,592,no,no,cellular,13,oct,204,2,5,failure,yes
28,technician,single,secondary,909,no,yes,cellular,7,jul,532,1,0,unknown,yes
58,blue-collar,married,primary,96,no,no,unknown,16,jun,76,3,0,unknown,no
37,management,married,tertiary,332,yes,no,cellular,14,aug,190,2,7,failure,no
36,blue-collar,married,secondary,218,yes,no,cellular,4,may,619,6,0,unknown,yes
27,services,single,secondary,1928,no,yes,cellular,15,jul,513,5,0,unknown,no
52,management,married,tertiary,-970,yes,no,cellular,4,feb,489,1,0,unknown,yes
52,technician,divorced,secondary,511,no,yes,cellular,20,aug,98,4,0,unknown,no
57,management,married,tertiary,10583,no,no,cellular,22,jun,295,3,0,unknown,yes
30,blue-collar,single,secondary,49,no,no,cellular,30,jan,808,2,0,unknown,yes
35,admin.,married,secondary,-257,no,no,cellular,28,jan,117,3,0,unknown,no
49,entrepreneur,married,tertiary,384,no,no,unknown,11,jun,64,1,0,unknown,no
45,blue-collar,divorced,primary,-207,no,no,cellular,15,jul,878,2,0,unknown,yes
28,blue-collar,married,primary,115,yes,no,unknown,28,may,78,4,0,unknown,no
31,services,single,secondary,8,no,no,cellular,7,jul,340,3,0,unknown,no
53,blue-collar,married,secondary,0,yes,no,cellular,7,may,407,2,0,unknown,no
39,services,married,secondary,93,yes,no,cellular,11,may,72,4,0,unknown,no
42,management,married,tertiary,0,no,no,cellular,6,aug,81,3,0,unknown,no
32,services,married,secondary,289,yes,no,cellular,2,feb,63,1,2,failure,no
47,entrepreneur,divorced,secondary,392,yes,yes,cellular,19,nov,125,1,0,unknown,no
35,management,married,tertiary,16,no,no,cellular,19,nov,185,1,0,unknown,no
32,management,married,tertiary,937,no,no,cellular,26,may,61,1,1,failure,no
67,retired,married,primary,1430,no,no,cellular,11,jan,499,2,3,failure,yes
61,retired,divorced,primary,3624,no,no,cellular,25,nov,342,1,0,unknown,yes
34,entrepreneur,single,tertiary,2945,yes,no,cellular,17,apr,266,1,0,unknown,no
37,unemployed,single,secondary,443,no,no,cellular,29,jan,1600,1,0,unknown,yes
37,admin.,divorced,secondary,1573,yes,no,cellular,12,may,639,3,10,failure,no
26,blue-collar,single,secondary,191,yes,no,cellular,6,may,550,1,0,unknown,yes
43,management,divorced,tertiary,36,no,no,cellular,13,feb,61,1,1,failure,no
33,management,married,tertiary,3301,yes,no,cellular,2,nov,131,2,2,failure,no
23,technician,single,secondary,598,no,no,cellular,30,apr,166,1,0,unknown,no
24,blue-collar,married,primary,656,yes,no,unknown,16,may,894,1,0,unknown,yes
41,technician,married,tertiary,13,no,no,unknown,5,jun,189,2,0,unknown,no
40,blue-collar,married,secondary,-60,yes,no,cellular,21,jul,250,1,0,unknown,no
31,management,divorced,tertiary,294,yes,no,cellular,17,jul,536,5,0,unknown,yes
35,management,single,tertiary,123,yes,no,unknown,9,may,83,3,0,unknown,no
42,technician,married,tertiary,-215,no,no,unknown,20,jun,1573,5,0,unknown,yes
25,management,single,secondary,1272,yes,no,cellular,24,jul,342,2,0,unknown,no
44,management,single,tertiary,5063,no,no,cellular,27,oct,418,2,0,unknown,yes
25,management,single,tertiary,316,no,no,cellular,27,mar,347,2,0,unknown,yes
49,services,divorced,secondary,0,no,no,cellular,28,jul,412,2,0,unknown,yes
45,management,married,tertiary,22815,no,no,cellular,26,aug,653,8,0,unknown,no
29,housemaid,single,tertiary,19,no,no,cellular,3,dec,274,1,1,success,yes
49,management,married,tertiary,322,no,no,cellular,6,aug,72,4,0,unknown,no
30,blue-collar,single,secondary,315,no,no,cellular,23,jun,1407,1,0,unknown,yes
55,technician,married,unknown,240,yes,no,cellular,2,aug,108,3,1,success,yes
34,admin.,married,secondary,2064,yes,no,unknown,26,may,165,2,0,unknown,no
33,technician,single,secondary,2583,no,no,cellular,25,may,241,1,1,failure,no
45,services,married,unknown,8319,no,no,cellular,15,jun,75,2,0,unknown,no
25,admin.,single,secondary,483,no,yes,cellular,30,apr,68,1,1,success,no
49,blue-collar,married,secondary,298,yes,no,cellular,3,feb,392,3,0,unknown,no
52,retired,married,secondary,603,no,yes,unknown,9,jun,79,1,0,unknown,no
30,admin.,single,secondary,-36,no,no,cellular,16,jul,561,9,0,unknown,yes
32,blue-collar,married,secondary,476,yes,no,cellular,23,jul,956,9,0,unknown,yes
23,admin.,single,tertiary,897,yes,no,cellular,8,feb,190,2,8,failure,yes
44,blue-collar,married,secondary,1397,no,no,cellular,20,nov,326,1,0,unknown,no
45,admin.,married,secondary,0,yes,no,cellular,18,nov,108,5,0,unknown,no
31,blue-collar,married,tertiary,-35,no,no,cellular,20,nov,952,2,0,unknown,yes
35,management,single,tertiary,6659,yes,no,unknown,21,may,83,1,0,unknown,no
26,admin.,single,secondary,0,yes,no,cellular,16,jul,157,2,0,unknown,no
34,blue-collar,single,secondary,186,no,no,cellular,2,feb,342,1,0,unknown,no
34,management,married,tertiary,828,no,yes,cellular,11,aug,1080,3,0,unknown,yes
49,blue-collar,single,primary,2146,yes,no,cellular,7,may,1516,2,2,other,yes
34,technician,married,secondary,2019,yes,yes,unknown,27,jun,102,1,0,unknown,no
58,retired,married,primary,269,yes,no,unknown,16,may,38,2,0,unknown,no
30,services,married,secondary,5,no,yes,cellular,10,jul,829,5,0,unknown,yes
47,entrepreneur,divorced,secondary,186,no,no,cellular,2,feb,112,2,0,unknown,no
35,technician,married,secondary,1067,no,yes,cellular,12,aug,179,6,0,unknown,no
25,services,single,secondary,801,no,no,cellular,5,jun,255,2,0,unknown,yes
43,management,divorced,tertiary,666,no,no,cellular,13,aug,160,3,0,unknown,no
56,admin.,married,secondary,360,yes,yes,cellular,24,jul,98,2,0,unknown,no
49,management,divorced,tertiary,1904,no,yes,cellular,17,nov,131,2,0,unknown,no
43,blue-collar,single,primary,0,no,no,unknown,9,may,71,3,0,unknown,no
47,management,married,tertiary,60,no,no,unknown,2,jun,282,7,0,unknown,no
29,admin.,single,secondary,900,yes,no,unknown,14,may,339,1,0,unknown,no
57,retired,single,tertiary,842,no,no,cellular,13,aug,284,3,0,unknown,yes
28,self-employed,single,tertiary,805,no,no,cellular,12,nov,116,5,2,failure,no
58,admin.,married,secondary,92,yes,no,unknown,27,may,180,1,0,unknown,no
30,technician,married,secondary,418,yes,no,unknown,3,jun,112,1,0,unknown,no
35,admin.,married,secondary,1286,yes,no,cellular,5,may,862,3,1,other,yes
60,retired,married,secondary,194,no,yes,cellular,30,jul,61,5,0,unknown,no
30,management,single,tertiary,536,no,no,cellular,15,oct,244,1,1,success,yes
45,blue-collar,married,secondary,10252,no,no,cellular,4,may,675,2,0,unknown,yes
56,management,married,tertiary,0,no,no,cellular,19,nov,844,2,0,unknown,no
45,blue-collar,married,secondary,192,yes,no,cellular,13,may,154,5,1,other,no
44,services,married,secondary,522,no,yes,unknown,20,jun,911,1,0,unknown,yes
27,self-employed,single,tertiary,347,no,no,cellular,6,aug,385,4,0,unknown,yes
37,admin.,married,secondary,274,yes,no,unknown,27,may,731,3,0,unknown,yes
30,management,single,tertiary,2,yes,yes,cellular,25,jul,1031,8,0,unknown,yes
58,admin.,married,secondary,1464,yes,yes,unknown,5,jun,53,29,0,unknown,no
55,management,married,unknown,1504,yes,no,cellular,22,may,338,2,0,unknown,yes
35,self-employed,married,tertiary,3698,yes,no,cellular,5,mar,106,1,0,unknown,yes
33,technician,married,secondary,-616,yes,yes,unknown,27,may,320,1,0,unknown,no
30,technician,single,secondary,1286,no,no,telephone,28,aug,44,12,0,unknown,no
31,management,married,tertiary,216,no,no,cellular,22,jul,47,1,0,unknown,no
47,admin.,married,secondary,1265,no,no,cellular,7,aug,137,2,0,unknown,no
32,services,single,secondary,659,yes,no,cellular,20,apr,12,6,0,unknown,no
51,admin.,single,tertiary,394,no,no,telephone,28,jan,968,2,0,unknown,yes
44,entrepreneur,single,unknown,323,no,no,cellular,28,jul,332,2,2,failure,yes
52,blue-collar,married,tertiary,297,yes,no,unknown,7,may,55,1,0,unknown,no
55,blue-collar,married,unknown,7561,no,no,unknown,6,jun,685,3,0,unknown,yes
53,blue-collar,divorced,primary,4401,no,no,telephone,11,nov,241,1,1,success,yes
45,services,single,secondary,1515,no,no,unknown,20,jun,14,4,0,unknown,no
33,technician,single,secondary,930,yes,no,cellular,15,may,163,5,1,failure,no
36,management,married,tertiary,93,no,no,cellular,12,jul,262,2,7,failure,yes
47,retired,single,primary,3033,no,no,cellular,8,sep,293,1,0,unknown,yes
31,self-employed,single,tertiary,84,no,no,cellular,6,aug,157,4,0,unknown,no
36,admin.,single,secondary,2556,yes,no,cellular,13,apr,342,1,0,unknown,no
34,technician,single,secondary,85,yes,no,unknown,20,may,1182,4,0,unknown,yes
50,management,married,tertiary,2570,no,no,cellular,18,nov,273,2,0,unknown,no
53,management,married,tertiary,1356,yes,no,cellular,9,nov,371,2,4,failure,no
34,admin.,married,secondary,2374,yes,no,cellular,9,nov,161,1,2,failure,yes
60,services,single,primary,313,yes,no,unknown,15,may,920,2,0,unknown,yes
26,management,single,tertiary,47,yes,no,cellular,18,may,63,1,0,unknown,no
43,unemployed,divorced,secondary,1854,no,no,cellular,30,apr,323,1,0,unknown,yes
62,blue-collar,married,secondary,180,no,no,cellular,15,apr,389,2,0,unknown,yes
30,management,married,tertiary,0,no,no,cellular,7,aug,74,1,0,unknown,no
25,self-employed,single,tertiary,42,yes,no,cellular,3,mar,320,1,0,unknown,yes
