id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
675,28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,yes
676,54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,unknown,yes
677,28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
678,27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,-1,0,unknown,yes
679,49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,-1,0,unknown,yes
680,53,blue-collar,married,primary,no,343,yes,no,cellular,25,jul,616,5,-1,0,unknown,yes
681,26,technician,single,secondary,no,941,no,yes,cellular,25,jul,784,1,-1,0,unknown,yes
682,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown,yes
683,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,yes
684,51,retired,married,primary,no,1495,no,no,telephone,25,jul,1946,4,-1,0,unknown,yes
685,39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,-1,0,unknown,yes
686,35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes
687,51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,yes
688,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
689,42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
690,54,management,married,secondary,no,1134,yes,no,cellular,25,jul,1330,3,-1,0,unknown,yes
691,51,blue-collar,married,primary,no,0,yes,yes,cellular,25,jul,946,3,-1,0,unknown,yes
692,57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,1448,17,-1,0,unknown,yes
693,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
694,37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,-1,0,unknown,yes
695,39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,1369,9,-1,0,unknown,yes
696,35,technician,married,tertiary,no,1629,no,no,cellular,25,jul,653,4,-1,0,unknown,yes
697,48,management,married,secondary,no,268,yes,no,cellular,28,jul,458,7,-1,0,unknown,yes
698,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown,yes
699,35,self-employed,married,secondary,no,5613,yes,no,cellular,28,jul,699,3,-1,0,unknown,yes
700,48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,3,-1,0,unknown,yes
701,53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,yes
702,27,technician,single,secondary,no,3933,no,no,cellular,28,jul,837,3,-1,0,unknown,yes
703,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,yes
704,40,services,married,secondary,no,473,yes,no,cellular,28,jul,383,3,-1,0,unknown,yes
705,40,self-employed,single,tertiary,no,1616,no,no,telephone,28,jul,1009,7,-1,0,unknown,yes
706,38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,yes
707,54,retired,single,secondary,no,129,no,yes,cellular,28,jul,867,2,-1,0,unknown,yes
708,54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,unknown,yes
709,50,admin.,single,secondary,no,133,no,no,cellular,28,jul,890,4,-1,0,unknown,yes
710,48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,yes
711,41,services,married,unknown,no,1538,no,no,cellular,29,jul,710,2,-1,0,unknown,yes
712,51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,yes
713,42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2516,2,-1,0,unknown,yes
714,58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,unknown,yes
715,47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,-1,0,unknown,yes
716,58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,616,13,-1,0,unknown,yes
717,41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,-1,0,unknown,yes
718,50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,-1,0,unknown,yes
719,46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,yes
720,44,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,684,2,-1,0,unknown,yes
721,36,services,married,secondary,no,0,no,no,cellular,30,jul,843,2,-1,0,unknown,yes
722,58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,yes
723,44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,2,-1,0,unknown,yes
724,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
725,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
726,52,unemployed,married,primary,no,959,no,no,telephone,30,jul,694,2,-1,0,unknown,yes
727,60,retired,divorced,secondary,no,1091,no,no,cellular,30,jul,441,5,-1,0,unknown,yes
728,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
729,36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,yes
730,41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,yes
731,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes
732,44,housemaid,married,primary,no,-156,no,yes,cellular,30,jul,1211,2,-1,0,unknown,yes
733,54,technician,married,secondary,no,114,no,no,cellular,30,jul,458,3,-1,0,unknown,yes
734,35,management,married,tertiary,no,-468,yes,no,cellular,30,jul,540,8,-1,0,unknown,yes
735,59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes
736,42,entrepreneur,married,unknown,no,206,yes,no,cellular,30,jul,695,2,-1,0,unknown,yes
737,27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,yes
738,59,housemaid,divorced,primary,no,2518,no,no,cellular,30,jul,675,3,-1,0,unknown,yes
739,43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,-1,0,unknown,yes
740,39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown,yes
741,33,unemployed,married,secondary,no,-144,no,no,cellular,30,jul,481,3,-1,0,unknown,yes
742,36,self-employed,single,tertiary,no,1240,no,no,cellular,31,jul,812,3,-1,0,unknown,yes
743,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,yes
744,50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
745,55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,1150,5,-1,0,unknown,yes
746,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,-1,0,unknown,yes
747,48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,yes
748,55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,6,-1,0,unknown,yes
749,30,services,married,secondary,no,48,yes,no,cellular,31,jul,662,13,-1,0,unknown,yes
750,53,blue-collar,married,primary,no,252,no,no,cellular,31,jul,727,4,-1,0,unknown,yes
751,40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,1107,2,-1,0,unknown,yes
752,44,technician,married,primary,no,755,no,yes,cellular,31,jul,829,4,-1,0,unknown,yes
753,49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes
754,40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,yes
755,58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,5,-1,0,unknown,yes
756,49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,yes
757,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,yes
758,51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,yes
759,36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
760,55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,yes
761,43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown,yes
762,60,management,divorced,secondary,no,0,no,no,cellular,5,aug,603,3,-1,0,unknown,yes
763,57,retired,married,secondary,no,466,no,no,cellular,5,aug,641,2,-1,0,unknown,yes
764,41,technician,married,tertiary,no,515,no,no,cellular,5,aug,837,2,-1,0,unknown,yes
765,50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,-1,0,unknown,yes
766,53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,794,1,-1,0,unknown,yes
767,59,retired,married,primary,no,1634,yes,yes,cellular,5,aug,836,1,-1,0,unknown,yes
768,59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown,yes
769,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,yes
770,58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown,yes
771,59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,-1,0,unknown,yes
772,49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown,yes
773,33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown,yes
774,55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,1200,2,-1,0,unknown,yes
775,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown,yes
776,52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,unknown,yes
777,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown,yes
778,55,technician,married,tertiary,no,169,no,yes,cellular,5,aug,618,2,-1,0,unknown,yes
779,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
780,56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown,yes
781,46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown,yes
782,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown,yes
783,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,yes
784,45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,2,-1,0,unknown,yes
785,39,management,married,tertiary,no,1836,no,no,cellular,6,aug,902,3,-1,0,unknown,yes
786,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
787,43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown,yes
788,34,services,married,secondary,no,2956,no,no,cellular,6,aug,835,2,-1,0,unknown,yes
789,35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,yes
790,36,management,divorced,tertiary,yes,36,no,no,cellular,6,aug,836,4,-1,0,unknown,yes
791,45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,-1,0,unknown,yes
792,47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,unknown,yes
793,42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,649,4,-1,0,unknown,yes
794,40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,yes
795,40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,-1,0,unknown,yes
796,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
797,33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown,yes
798,32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown,yes
799,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes
800,50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown,yes
801,51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes
802,30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,yes
803,39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown,yes
804,47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown,yes
805,40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,unknown,yes
806,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,yes
807,60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown,yes
808,32,management,single,tertiary,no,4291,no,no,cellular,7,aug,1321,9,-1,0,unknown,yes
809,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes
810,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes
811,50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,-1,0,unknown,yes
812,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
813,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown,yes
814,36,technician,single,secondary,no,651,no,no,cellular,7,aug,876,1,-1,0,unknown,yes
815,45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,895,3,-1,0,unknown,yes
816,33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown,yes
817,47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes
818,35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,-1,0,unknown,yes
819,38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown,yes
820,33,management,married,tertiary,no,1047,no,no,cellular,8,aug,512,4,-1,0,unknown,yes
821,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
822,31,management,single,tertiary,no,165,no,yes,cellular,8,aug,523,2,-1,0,unknown,yes
823,31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown,yes
824,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,yes
825,52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,-1,0,unknown,yes
826,31,technician,married,tertiary,no,120,no,no,cellular,8,aug,1000,1,-1,0,unknown,yes
827,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,yes
828,31,management,single,tertiary,no,2,no,no,cellular,8,aug,848,1,-1,0,unknown,yes
829,36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,1242,3,-1,0,unknown,yes
830,39,management,married,tertiary,no,1795,no,no,cellular,8,aug,922,7,-1,0,unknown,yes
831,46,management,married,tertiary,no,4,no,no,cellular,8,aug,1206,4,-1,0,unknown,yes
832,48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,unknown,yes
833,36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown,yes
834,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,unknown,yes
835,33,management,single,tertiary,no,1120,no,no,cellular,11,aug,1070,2,-1,0,unknown,yes
836,57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,610,4,-1,0,unknown,yes
837,33,management,single,tertiary,no,0,no,no,cellular,11,aug,699,7,-1,0,unknown,yes
838,35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,-1,0,unknown,yes
839,53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,yes
840,41,management,married,secondary,no,456,yes,no,cellular,11,aug,734,4,-1,0,unknown,yes
841,32,management,single,secondary,no,2018,no,no,cellular,11,aug,1238,1,-1,0,unknown,yes
842,41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown,yes
843,35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,-1,0,unknown,yes
844,48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown,yes
845,34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown,yes
846,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown,yes
847,46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown,yes
848,60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,-1,0,unknown,yes
849,39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown,yes
850,57,blue-collar,married,primary,no,2112,no,no,cellular,12,aug,1134,2,-1,0,unknown,yes
851,36,unemployed,divorced,secondary,no,871,no,no,cellular,12,aug,396,3,-1,0,unknown,yes
852,30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,yes
853,33,technician,married,secondary,no,3243,no,no,cellular,12,aug,439,4,-1,0,unknown,yes
854,30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,1133,4,-1,0,unknown,yes
855,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
856,49,blue-collar,married,primary,no,128,no,no,cellular,12,aug,696,2,-1,0,unknown,yes
857,49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,-1,0,unknown,yes
858,40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,unknown,yes
859,49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,4,-1,0,unknown,yes
860,38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,yes
861,31,management,single,tertiary,no,1858,no,no,cellular,12,aug,453,3,-1,0,unknown,yes
862,34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown,yes
863,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,yes
864,40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown,yes
865,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes
866,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes
867,44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes
868,55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,yes
869,40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown,yes
870,54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,-1,0,unknown,yes
871,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,yes
872,32,technician,single,tertiary,no,34646,no,no,telephone,13,aug,618,9,-1,0,unknown,yes
873,36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,yes
874,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,yes
875,37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown,yes
876,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,yes
877,58,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes
878,52,technician,divorced,secondary,no,152,no,no,cellular,13,aug,404,6,-1,0,unknown,yes
879,31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,yes
880,40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,-1,0,unknown,yes
881,34,management,single,tertiary,no,9827,yes,no,cellular,13,aug,871,4,-1,0,unknown,yes
882,53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown,yes
883,43,management,married,tertiary,no,2383,no,no,cellular,13,aug,379,6,-1,0,unknown,yes
884,30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown,yes
885,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,yes
886,48,admin.,divorced,secondary,no,362,no,no,cellular,13,aug,529,1,-1,0,unknown,yes
887,33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,-1,0,unknown,yes
888,37,management,single,tertiary,no,455,yes,no,cellular,13,aug,904,6,-1,0,unknown,yes
889,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,yes
890,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes
891,34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown,yes
892,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,2,-1,0,unknown,yes
893,35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,-1,0,unknown,yes
894,34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
895,49,services,married,secondary,no,1314,no,no,cellular,14,aug,834,14,-1,0,unknown,yes
896,30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown,yes
897,32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,-1,0,unknown,yes
898,56,blue-collar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown,yes
899,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
900,32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,-1,0,unknown,yes
901,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,unknown,yes
902,52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,-1,0,unknown,yes
903,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
904,47,management,married,tertiary,no,682,no,no,cellular,18,aug,638,6,-1,0,unknown,yes
905,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
906,55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,-1,0,unknown,yes
907,36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
908,46,technician,married,secondary,no,1353,no,no,cellular,18,aug,528,5,-1,0,unknown,yes
909,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown,yes
910,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,yes
911,54,blue-collar,married,secondary,no,548,no,no,cellular,18,aug,520,7,-1,0,unknown,yes
912,31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,0,unknown,yes
913,46,technician,single,tertiary,no,4414,no,no,cellular,18,aug,504,7,-1,0,unknown,yes
914,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
915,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes
916,38,technician,single,secondary,no,3278,no,no,cellular,19,aug,645,14,-1,0,unknown,yes
917,49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown,yes
918,43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,unknown,yes
919,52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown,yes
920,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
921,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes
922,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes
923,40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,unknown,yes
924,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown,yes
925,42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,-1,0,unknown,yes
926,33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,-1,0,unknown,yes
927,53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown,yes
928,60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown,yes
929,33,technician,single,secondary,no,163,yes,no,cellular,20,aug,627,2,-1,0,unknown,yes
930,37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,-1,0,unknown,yes
931,45,admin.,married,secondary,no,236,no,no,cellular,20,aug,703,2,-1,0,unknown,yes
932,34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,-1,0,unknown,yes
933,56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes
934,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,-1,0,unknown,yes
935,32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown,yes
936,50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,-1,0,unknown,yes
937,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes
938,56,admin.,married,secondary,no,1694,no,no,cellular,21,aug,793,10,-1,0,unknown,yes
939,55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,-1,0,unknown,yes
940,34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown,yes
941,52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,-1,0,unknown,yes
942,32,management,single,tertiary,no,522,no,no,cellular,22,aug,576,2,-1,0,unknown,yes
943,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,-1,0,unknown,yes
944,44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,yes
945,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown,yes
946,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
947,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
948,46,entrepreneur,married,tertiary,no,1920,no,no,cellular,22,aug,604,6,-1,0,unknown,yes
949,59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,-1,0,unknown,yes
950,51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
951,57,retired,married,primary,no,3518,yes,no,cellular,25,aug,626,3,-1,0,unknown,yes
952,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
953,48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,yes
954,33,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472,6,-1,0,unknown,yes
955,59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152,6,-1,0,unknown,yes
956,58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes
957,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,yes
958,44,management,married,tertiary,no,792,no,no,cellular,25,aug,630,7,-1,0,unknown,yes
959,47,blue-collar,married,unknown,yes,162,no,no,cellular,25,aug,366,3,-1,0,unknown,yes
960,34,technician,married,secondary,no,1035,no,no,cellular,25,aug,1374,10,-1,0,unknown,yes
961,51,retired,married,tertiary,no,746,no,no,cellular,25,aug,372,5,-1,0,unknown,yes
962,60,unknown,married,unknown,no,17297,no,no,cellular,26,aug,664,11,-1,0,unknown,yes
963,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes
964,41,technician,married,tertiary,no,231,no,no,cellular,26,aug,428,2,-1,0,unknown,yes
