@relation bank-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {admin.,technician,services,management,retired,blue-collar,unemployed,entrepreneur,housemaid,unknown,self-employed,student}
@attribute marital {married,single,divorced}
@attribute education {secondary,tertiary,primary,unknown}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute previous numeric
@attribute poutcome {unknown,other,failure,success}
@attribute deposit {yes,no}

@data
45,technician,single,tertiary,1591,no,no,cellular,15,jul,392,4,0,unknown,no
35,blue-collar,divorced,secondary,336,yes,no,cellular,14,may,191,1,2,failure,yes
37,technician,single,secondary,1435,no,no,cellular,18,aug,724,16,0,unknown,yes
32,entrepreneur,married,secondary,-242,yes,no,cellular,20,apr,1202,3,0,unknown,yes
33,management,single,tertiary,5276,no,no,cellular,4,nov,572,1,0,unknown,no
31,management,single,tertiary,11821,no,no,cellular,18,aug,384,11,0,unknown,yes
37,admin.,divorced,tertiary,4708,no,no,cellular,2,jun,238,1,2,success,yes
32,student,single,unknown,4110,no,no,cellular,6,feb,119,8,0,unknown,no
37,admin.,single,tertiary,1000,yes,no,cellular,17,mar,195,1,0,unknown,yes
39,technician,single,secondary,175,no,yes,unknown,16,jun,757,2,0,unknown,no
54,management,divorced,tertiary,5475,no,no,cellular,21,oct,1032,1,4,success,yes
57,management,married,unknown,0,no,no,cellular,30,sep,585,1,0,unknown,no
55,services,single,secondary,-40,yes,no,unknown,12,may,178,2,0,unknown,no
38,technician,single,secondary,-242,yes,no,cellular,18,may,1173,3,6,success,yes
45,admin.,married,tertiary,2552,no,no,cellular,1,jun,69,1,7,failure,yes
54,technician,married,secondary,0,no,no,cellular,6,nov,464,5,8,other,yes
20,student,single,primary,6991,no,no,cellular,12,aug,178,2,0,unknown,yes
29,services,single,secondary,192,no,no,cellular,30,jan,327,4,0,unknown,no
35,technician,single,secondary,1227,no,no,cellular,30,jul,1005,5,10,success,yes
33,admin.,married,secondary,2,yes,no,unknown,20,may,201,1,0,unknown,no
48,management,married,tertiary,1808,yes,no,cellular,26,feb,245,1,0,unknown,yes
48,management,single,tertiary,159,no,no,telephone,7,jul,229,1,6,success,yes
41,unemployed,married,tertiary,0,no,no,cellular,29,apr,882,1,3,success,yes
42,management,divorced,secondary,-272,no,no,cellular,8,jul,186,1,0,unknown,no
55,housemaid,married,primary,4,no,no,cellular,21,nov,85,3,0,unknown,no
59,retired,married,primary,3648,no,no,telephone,19,jun,1321,3,0,unknown,yes
40,management,married,tertiary,0,no,no,cellular,10,nov,147,1,8,success,yes
33,services,married,secondary,22,yes,no,unknown,5,may,71,1,0,unknown,no
27,technician,single,tertiary,3706,yes,no,unknown,16,may,897,1,0,unknown,yes
55,blue-collar,divorced,secondary,1613,yes,no,cellular,3,apr,296,1,3,failure,yes
40,entrepreneur,married,tertiary,-164,no,no,cellular,7,may,87,1,0,unknown,no
43,blue-collar,married,secondary,833,no,no,cellular,17,jul,156,1,0,unknown,no
44,management,divorced,tertiary,2422,yes,no,cellular,16,apr,399,2,2,failure,no
33,self-employed,married,tertiary,1278,no,no,cellular,6,oct,649,1,0,unknown,yes
32,housemaid,divorced,secondary,-613,yes,no,cellular,15,apr,266,2,0,unknown,no
32,blue-collar,married,primary,206,yes,no,unknown,20,may,205,2,0,unknown,no
29,unemployed,single,secondary,25,no,no,cellular,14,apr,207,2,0,unknown,yes
45,management,single,tertiary,997,no,yes,cellular,19,nov,152,1,0,unknown,no
31,services,married,secondary,418,yes,yes,cellular,9,jul,219,1,0,unknown,no
35,technician,married,tertiary,22,no,no,cellular,11,aug,109,1,0,unknown,no
58,management,married,tertiary,0,no,no,cellular,14,sep,358,2,0,unknown,yes
58,housemaid,married,primary,237,no,no,telephone,18,jul,200,3,0,unknown,no
40,technician,married,secondary,214,no,no,cellular,25,aug,59,6,0,unknown,no
30,management,single,tertiary,3410,yes,no,cellular,18,may,140,1,0,unknown,no
49,unemployed,married,tertiary,377,no,no,cellular,22,may,158,1,2,failure,no
43,technician,married,secondary,3285,yes,no,unknown,13,may,1721,2,0,unknown,yes
35,technician,married,tertiary,703,no,no,cellular,20,apr,169,1,0,unknown,no
55,management,married,tertiary,12972,no,no,telephone,18,aug,205,1,0,unknown,yes
23,services,single,secondary,31,no,no,cellular,1,jun,192,1,0,unknown,yes
30,technician,single,secondary,893,no,no,cellular,26,aug,45,3,0,unknown,no
35,blue-collar,single,primary,-759,yes,no,cellular,31,jul,142,2,0,unknown,no
59,self-employed,married,tertiary,2013,no,no,cellular,17,nov,409,2,0,unknown,yes
41,admin.,married,primary,-306,yes,no,unknown,15,may,500,1,0,unknown,yes
61,admin.,married,secondary,1046,yes,no,cellular,21,aug,158,1,0,unknown,yes
26,student,single,unknown,826,no,no,cellular,29,jan,177,1,0,unknown,no
22,student,single,secondary,2162,no,no,telephone,2,feb,168,1,0,unknown,no
58,blue-collar,married,primary,1357,yes,no,unknown,13,may,150,2,0,unknown,no
54,management,married,tertiary,8295,no,no,cellular,2,oct,849,2,1,success,yes
31,management,divorced,tertiary,373,no,no,cellular,10,feb,132,6,0,unknown,yes
60,technician,married,secondary,259,no,no,cellular,6,jul,396,1,2,success,yes
59,retired,married,primary,-411,no,no,cellular,29,jan,225,1,0,unknown,no
60,housemaid,married,primary,1163,no,no,cellular,30,apr,470,8,0,unknown,yes
47,admin.,married,secondary,298,yes,no,cellular,11,may,183,1,0,unknown,no
66,housemaid,married,primary,1230,no,no,cellular,17,dec,726,3,0,unknown,yes
38,management,married,tertiary,4174,no,no,cellular,23,oct,336,2,5,failure,yes
46,blue-collar,married,primary,143,yes,no,unknown,7,may,279,1,0,unknown,no
45,blue-collar,divorced,primary,844,no,no,unknown,5,jun,1018,3,0,unknown,yes
60,entrepreneur,married,primary,83,yes,no,cellular,17,jul,302,2,0,unknown,no
39,entrepreneur,married,tertiary,2644,yes,no,unknown,20,may,253,1,0,unknown,no
30,blue-collar,married,secondary,1664,yes,no,telephone,20,oct,2016,1,0,unknown,yes
31,management,single,tertiary,0,no,no,cellular,25,aug,101,6,0,unknown,no
55,management,married,tertiary,73,yes,no,unknown,5,may,142,2,0,unknown,no
71,retired,divorced,unknown,392,no,no,telephone,7,jul,276,2,0,unknown,yes
41,technician,married,secondary,501,yes,no,unknown,19,may,579,5,0,unknown,yes
25,management,single,tertiary,1317,no,no,cellular,26,may,176,1,0,unknown,yes
63,entrepreneur,married,tertiary,2707,no,no,telephone,16,nov,57,4,0,unknown,no
52,blue-collar,married,unknown,0,yes,no,cellular,9,jul,1486,1,0,unknown,yes
26,technician,single,secondary,0,no,yes,cellular,30,jul,65,26,0,unknown,no
39,blue-collar,married,secondary,284,yes,yes,cellular,17,apr,1426,2,6,failure,no
43,management,married,tertiary,-183,no,no,cellular,24,jul,65,1,0,unknown,no
41,blue-collar,married,secondary,140,yes,no,cellular,3,jun,96,1,2,failure,no
22,student,single,secondary,107,no,no,cellular,14,apr,125,1,0,unknown,yes
38,unemployed,divorced,secondary,189,yes,yes,cellular,21,jul,105,2,0,unknown,no
38,technician,single,secondary,211,yes,no,cellular,29,jan,236,2,0,unknown,no
75,retired,married,primary,3324,no,no,cellular,2,feb,149,1,0,unknown,no
50,blue-collar,married,secondary,907,no,yes,cellular,16,jul,68,1,0,unknown,no
50,admin.,single,secondary,133,no,no,cellular,28,jul,890,4,0,unknown,yes
60,management,married,secondary,0,no,no,cellular,20,may,321,4,8,failure,no
47,self-employed,married,secondary,318,no,no,cellular,21,nov,83,1,0,unknown,no
81,retired,married,primary,243,no,no,cellular,27,oct,131,1,0,unknown,yes
33,admin.,married,secondary,920,no,no,cellular,16,nov,130,1,2,failure,yes
26,management,single,tertiary,222,no,no,cellular,28,jun,247,1,2,success,yes
29,services,single,secondary,84,no,yes,unknown,3,jul,587,3,0,unknown,yes
32,technician,single,tertiary,390,yes,no,unknown,23,may,85,1,0,unknown,no
22,student,single,primary,3472,no,no,cellular,20,oct,332,1,3,failure,yes
25,services,single,secondary,628,no,no,cellular,8,jul,266,1,0,unknown,no
21,student,single,secondary,794,no,no,cellular,5,jun,191,1,0,unknown,yes
36,services,married,secondary,0,no,no,cellular,30,jul,843,2,0,unknown,yes
25,services,divorced,secondary,1694,no,no,cellular,7,jul,159,2,0,unknown,no
37,services,married,secondary,483,yes,no,cellular,30,jan,188,1,0,unknown,no
37,blue-collar,married,secondary,-67,no,no,cellular,2,feb,157,1,0,unknown,no
35,management,married,secondary,339,yes,no,unknown,23,may,317,1,0,unknown,no
85,retired,married,primary,12114,no,no,telephone,12,feb,165,2,0,unknown,yes
43,services,divorced,secondary,313,yes,no,cellular,8,may,155,2,0,unknown,no
41,blue-collar,single,primary,1618,yes,no,unknown,14,may,1553,1,0,unknown,yes
30,management,single,tertiary,147,no,no,cellular,9,sep,234,1,1,failure,yes
41,services,married,secondary,0,yes,no,unknown,5,may,114,2,0,unknown,no
34,technician,single,tertiary,2047,yes,no,cellular,28,jul,57,5,0,unknown,no
55,housemaid,married,primary,10,no,no,cellular,4,feb,174,3,0,unknown,no
44,management,married,tertiary,1791,no,no,telephone,12,aug,201,1,2,success,yes
29,services,married,secondary,363,yes,no,cellular,15,may,164,1,0,unknown,no
31,technician,married,secondary,180,no,no,cellular,26,may,222,1,2,success,no
29,student,single,secondary,658,no,no,cellular,15,jul,198,2,4,other,yes
30,blue-collar,single,secondary,2145,yes,no,cellular,18,may,727,2,0,unknown,yes
29,management,single,secondary,293,yes,no,unknown,28,may,188,2,0,unknown,no
43,unknown,married,unknown,1517,no,no,unknown,20,jun,45,1,0,unknown,no
47,unemployed,married,secondary,0,no,no,cellular,18,nov,81,2,0,unknown,no
31,admin.,married,secondary,3540,yes,no,cellular,21,nov,441,1,0,unknown,no
37,services,divorced,secondary,241,yes,no,cellular,14,may,189,1,1,failure,no
50,blue-collar,married,secondary,3558,no,no,cellular,26,aug,84,10,0,unknown,no
36,admin.,single,secondary,1281,no,no,telephone,24,jul,119,2,0,unknown,no
58,services,married,secondary,818,no,no,cellular,22,aug,283,1,0,unknown,no
40,admin.,married,secondary,1535,yes,no,unknown,14,may,704,1,0,unknown,yes
32,management,married,tertiary,794,yes,yes,cellular,9,jul,1014,1,0,unknown,yes
31,management,married,tertiary,1170,no,no,cellular,20,aug,200,4,0,unknown,no
26,services,single,secondary,-72,yes,no,unknown,30,jun,82,9,0,unknown,no
57,blue-collar,married,secondary,6004,yes,no,cellular,12,aug,157,6,0,unknown,no
41,entrepreneur,divorced,tertiary,-413,yes,no,unknown,8,may,170,2,0,unknown,no
58,management,married,tertiary,2261,yes,no,cellular,3,jun,1361,1,1,failure,no
31,technician,single,secondary,200,no,no,cellular,6,aug,315,2,0,unknown,no
53,technician,married,secondary,284,no,no,cellular,1,jun,781,1,0,unknown,yes
42,technician,married,secondary,534,no,no,cellular,5,aug,314,1,0,unknown,no
46,admin.,married,secondary,-522,yes,no,cellular,27,mar,243,3,13,other,yes
31,services,single,secondary,900,yes,no,cellular,9,apr,221,2,6,failure,no
65,retired,married,secondary,23421,no,no,cellular,2,feb,432,1,0,unknown,no
55,blue-collar,married,primary,158,yes,no,unknown,15,may,176,18,0,unknown,no
44,services,divorced,secondary,210,no,yes,unknown,12,may,111,2,0,unknown,no
51,entrepreneur,married,secondary,0,no,no,unknown,30,may,510,3,0,unknown,no
21,student,single,tertiary,1258,no,no,cellular,7,jul,404,1,0,unknown,no
52,management,married,tertiary,576,no,no,cellular,18,aug,762,3,0,unknown,yes
35,technician,married,secondary,198,no,no,cellular,27,aug,282,13,0,unknown,no
37,services,married,secondary,466,yes,yes,cellular,25,may,377,1,0,unknown,yes
30,blue-collar,single,primary,0,no,no,cellular,15,jul,716,3,0,unknown,yes
41,entrepreneur,married,primary,406,no,no,unknown,6,jun,272,1,0,unknown,no
32,management,single,tertiary,935,no,no,cellular,10,aug,161,2,5,failure,yes
58,unemployed,married,secondary,18,no,no,cellular,31,jul,70,1,0,unknown,no
36,blue-collar,married,unknown,1023,yes,no,cellular,4,feb,184,2,0,unknown,no
55,technician,married,secondary,276,yes,no,unknown,12,may,486,1,0,unknown,no
36,blue-collar,married,primary,223,yes,no,unknown,14,jul,12,3,0,unknown,no
30,management,single,tertiary,4210,no,no,cellular,12,aug,796,4,0,unknown,yes
36,management,married,tertiary,332,yes,no,cellular,22,may,566,7,0,unknown,no
54,unknown,married,secondary,2206,no,no,cellular,11,feb,449,1,3,success,yes
39,technician,married,secondary,603,no,yes,cellular,15,apr,214,1,0,unknown,yes
36,technician,single,secondary,125,yes,no,cellular,15,may,676,3,0,unknown,yes
30,management,single,tertiary,536,no,no,cellular,2,jul,309,1,0,unknown,yes
44,admin.,divorced,primary,429,yes,no,telephone,23,oct,80,1,0,unknown,yes
53,technician,married,secondary,7984,yes,no,cellular,2,feb,151,1,0,unknown,no
93,retired,married,unknown,775,no,no,cellular,22,jul,860,2,7,success,yes
58,management,single,tertiary,1387,yes,no,unknown,5,may,174,5,0,unknown,no
26,student,single,secondary,4613,no,no,cellular,28,may,663,3,2,other,yes
57,management,married,tertiary,256,no,no,cellular,5,jun,304,2,1,success,yes
25,technician,married,tertiary,2551,no,no,cellular,28,dec,400,3,0,unknown,yes
39,management,single,tertiary,1682,yes,no,cellular,19,nov,147,1,1,failure,no
54,retired,single,secondary,129,no,yes,cellular,28,jul,867,2,0,unknown,yes
49,blue-collar,divorced,secondary,10613,no,yes,cellular,4,feb,1226,1,0,unknown,yes
34,management,married,tertiary,13,yes,no,cellular,30,jul,99,3,0,unknown,no
31,blue-collar,married,primary,-199,yes,yes,telephone,12,may,149,5,10,failure,no
34,unemployed,married,secondary,428,yes,no,cellular,7,apr,221,2,3,other,no
45,housemaid,married,secondary,4068,no,no,cellular,20,aug,184,1,0,unknown,yes
75,retired,married,tertiary,6027,no,no,cellular,16,nov,1248,2,2,failure,yes
32,blue-collar,married,primary,1644,no,no,cellular,7,sep,492,3,5,other,yes
28,admin.,single,secondary,4745,no,no,telephone,12,may,360,1,5,success,yes
40,management,married,tertiary,4539,no,no,cellular,13,jul,256,3,1,failure,yes
42,blue-collar,married,secondary,429,yes,no,cellular,18,may,110,1,1,failure,no
33,technician,married,secondary,264,no,no,cellular,28,aug,180,4,0,unknown,no
30,blue-collar,single,secondary,0,yes,no,cellular,14,jul,768,2,0,unknown,no
40,technician,single,tertiary,1646,yes,no,cellular,2,feb,215,1,2,failure,yes
33,blue-collar,married,secondary,-253,yes,no,cellular,12,may,89,3,0,unknown,no
45,management,divorced,tertiary,1,no,no,cellular,6,aug,490,2,0,unknown,yes
25,management,single,tertiary,2140,no,no,cellular,1,oct,81,1,0,unknown,no
58,admin.,married,secondary,855,no,no,cellular,14,aug,81,2,0,unknown,no
37,management,married,tertiary,7100,no,no,cellular,20,nov,757,2,0,unknown,no
37,blue-collar,married,primary,106,yes,no,cellular,25,aug,511,1,13,failure,yes
37,admin.,married,secondary,96,no,no,cellular,5,feb,102,1,3,success,no
31,management,single,tertiary,2,no,no,cellular,8,aug,848,1,0,unknown,yes
56,admin.,married,secondary,45,no,no,unknown,5,may,1467,1,0,unknown,yes
30,student,single,tertiary,3026,no,no,cellular,23,jul,251,1,1,failure,yes
33,admin.,married,secondary,0,yes,no,cellular,17,nov,78,1,0,unknown,no
31,technician,single,tertiary,24,no,no,cellular,21,aug,246,2,0,unknown,no
41,entrepreneur,married,primary,39,yes,no,cellular,21,nov,549,2,0,unknown,yes
26,technician,married,secondary,267,yes,no,cellular,28,jul,817,2,0,unknown,yes
49,technician,married,secondary,905,no,no,cellular,5,jun,1543,1,0,unknown,yes
40,blue-collar,married,secondary,10,yes,no,unknown,9,may,1692,2,0,unknown,yes
27,management,single,tertiary,6791,no,no,cellular,5,aug,179,2,26,other,yes
33,management,married,tertiary,307,no,no,unknown,16,may,806,4,0,unknown,no
40,management,married,secondary,-240,no,yes,unknown,28,may,160,3,0,unknown,no
36,services,married,primary,92,yes,no,cellular,5,jun,244,7,0,unknown,yes
35,management,married,unknown,2326,yes,yes,cellular,16,sep,319,1,0,unknown,yes
60,blue-collar,married,secondary,19447,yes,no,telephone,9,jul,196,1,0,unknown,no
33,technician,single,tertiary,1393,yes,no,cellular,18,jul,1127,3,0,unknown,yes
37,blue-collar,married,secondary,740,yes,no,cellular,7,may,434,3,2,failure,no
34,management,married,secondary,1007,yes,no,cellular,21,jul,240,2,0,unknown,no
29,management,single,tertiary,92,no,no,cellular,2,jun,101,1,5,success,no
51,housemaid,married,primary,1337,no,no,telephone,30,jul,74,6,0,unknown,no
46,unemployed,married,secondary,594,no,no,cellular,4,feb,197,2,0,unknown,no
57,retired,divorced,primary,63,no,yes,cellular,25,jul,1448,17,0,unknown,yes
36,technician,married,secondary,-179,yes,no,cellular,17,jul,144,1,0,unknown,no
31,management,married,secondary,1064,no,no,telephone,20,nov,60,1,0,unknown,no
49,technician,married,secondary,5244,no,no,cellular,25,aug,60,4,0,unknown,no
55,unemployed,married,secondary,-246,no,yes,cellular,8,jul,305,2,0,unknown,no
31,management,married,tertiary,607,no,no,cellular,27,aug,200,5,0,unknown,no
57,management,married,secondary,657,yes,no,telephone,11,may,20,5,0,unknown,no
53,services,divorced,primary,3107,no,no,unknown,5,jun,152,1,0,unknown,no
51,blue-collar,married,primary,4497,yes,no,unknown,15,may,276,3,0,unknown,no
63,technician,married,secondary,896,yes,no,cellular,28,jan,115,3,4,other,no
36,services,single,secondary,0,yes,no,cellular,15,may,1002,4,0,unknown,yes
43,management,single,tertiary,2067,yes,no,unknown,8,may,756,1,0,unknown,yes
46,services,divorced,secondary,0,no,no,unknown,20,jun,1023,3,0,unknown,yes
45,unknown,married,unknown,356,no,no,cellular,11,aug,212,2,0,unknown,no
27,blue-collar,married,primary,-588,no,no,unknown,13,may,531,2,0,unknown,no
43,admin.,married,secondary,506,no,no,unknown,20,jun,398,1,0,unknown,no
38,services,married,secondary,8876,no,no,cellular,19,nov,636,1,0,unknown,no
35,blue-collar,married,primary,102,yes,no,unknown,20,may,1334,1,0,unknown,yes
52,technician,divorced,secondary,1005,yes,no,cellular,2,jun,195,1,0,unknown,yes
59,retired,single,secondary,2,no,no,telephone,2,feb,935,1,0,unknown,yes
32,technician,single,tertiary,1625,no,no,cellular,22,may,796,1,1,failure,yes
34,blue-collar,married,secondary,113,yes,no,cellular,13,may,16,2,0,unknown,no
43,admin.,divorced,secondary,729,yes,no,unknown,30,may,668,2,0,unknown,no
25,services,single,secondary,199,no,no,cellular,16,aug,111,2,3,other,no
35,technician,single,unknown,726,yes,no,cellular,5,may,163,1,0,unknown,no
41,management,married,tertiary,223,yes,no,unknown,16,may,124,1,0,unknown,no
35,management,single,tertiary,243,yes,no,unknown,12,may,102,3,0,unknown,no
32,blue-collar,married,secondary,-1,yes,no,unknown,9,may,653,1,0,unknown,yes
58,services,married,primary,2946,yes,no,cellular,14,may,467,1,0,unknown,yes
31,management,married,tertiary,4148,yes,no,cellular,21,nov,316,3,9,other,yes
56,self-employed,married,tertiary,0,no,no,cellular,19,nov,122,1,0,unknown,no
47,blue-collar,married,primary,2749,yes,no,cellular,30,apr,774,2,1,failure,yes
45,management,married,tertiary,904,yes,yes,unknown,20,jun,14,9,0,unknown,no
58,management,divorced,primary,5914,no,no,unknown,17,jun,69,4,0,unknown,no
29,management,single,tertiary,874,yes,no,cellular,16,mar,231,1,2,success,yes
34,technician,married,secondary,294,yes,no,cellular,8,jun,301,3,0,unknown,yes
34,services,married,secondary,-315,yes,no,unknown,8,may,56,2,0,unknown,no
59,blue-collar,married,secondary,0,yes,no,unknown,20,may,217,4,0,unknown,no
21,student,single,unknown,53,no,no,cellular,14,jun,270,1,0,unknown,yes
26,student,single,secondary,864,yes,no,cellular,15,may,659,1,0,unknown,yes
35,management,married,tertiary,82,no,no,cellular,8,aug,507,4,0,unknown,yes
27,management,single,tertiary,0,no,yes,cellular,8,jul,46,1,0,unknown,no
38,management,single,tertiary,427,yes,no,cellular,18,nov,253,1,1,failure,no
41,admin.,married,secondary,0,no,no,unknown,20,jun,89,1,0,unknown,no
44,services,divorced,secondary,608,yes,yes,unknown,18,jun,19,30,0,unknown,no
30,management,single,tertiary,1466,no,no,cellular,12,aug,111,4,0,unknown,no
64,retired,married,secondary,588,no,no,cellular,18,jan,366,1,2,failure,yes
31,management,married,tertiary,22867,yes,no,unknown,27,may,241,2,0,unknown,no
30,unemployed,single,tertiary,1159,no,no,cellular,12,aug,95,1,1,success,no
41,blue-collar,married,secondary,356,yes,no,cellular,14,may,90,5,0,unknown,no
28,management,single,unknown,101,yes,no,unknown,9,may,224,3,0,unknown,no
36,technician,single,secondary,818,yes,yes,cellular,19,aug,96,4,0,unknown,no
51,blue-collar,married,primary,603,yes,no,cellular,24,jul,853,2,0,unknown,yes
29,blue-collar,single,unknown,694,yes,yes,cellular,16,jul,1806,4,0,unknown,yes
38,self-employed,single,tertiary,1612,yes,no,cellular,8,may,423,1,0,unknown,yes
39,technician,single,secondary,1685,yes,no,cellular,8,may,319,1,1,failure,no
38,blue-collar,married,primary,178,yes,no,unknown,20,may,245,1,0,unknown,no
40,technician,single,tertiary,1175,no,no,cellular,14,apr,184,1,0,unknown,yes
49,management,married,tertiary,5887,no,no,cellular,4,dec,439,3,5,success,yes
34,management,single,tertiary,1310,no,yes,cellular,20,nov,90,3,0,unknown,no
45,admin.,married,secondary,-106,yes,yes,cellular,7,may,553,3,1,other,yes
30,technician,single,secondary,426,yes,no,telephone,17,nov,127,4,6,failure,no
30,admin.,single,secondary,186,yes,no,cellular,13,may,390,1,0,unknown,no
78,retired,married,unknown,3208,no,no,telephone,20,may,351,3,0,unknown,yes
41,technician,single,tertiary,-89,yes,no,cellular,3,feb,195,4,4,failure,no
34,management,married,tertiary,133,yes,no,unknown,8,may,65,1,0,unknown,no
44,technician,divorced,secondary,1262,yes,no,unknown,26,may,788,11,0,unknown,yes
57,management,married,tertiary,10583,no,no,cellular,25,mar,272,1,6,success,yes
54,blue-collar,married,secondary,1636,no,no,telephone,20,jul,1008,2,0,unknown,yes
25,admin.,married,unknown,349,yes,no,cellular,22,jul,1037,8,0,unknown,yes
64,management,married,tertiary,4688,no,no,cellular,21,oct,200,1,0,unknown,yes
40,admin.,married,secondary,1597,yes,no,unknown,30,may,633,1,0,unknown,no
36,blue-collar,married,secondary,1193,no,no,cellular,30,oct,640,1,0,unknown,yes
66,admin.,married,secondary,4041,no,no,cellular,14,jun,713,2,0,unknown,yes
28,student,single,tertiary,0,no,no,cellular,28,sep,294,2,7,other,yes
30,management,single,tertiary,162,yes,no,unknown,20,may,186,4,0,unknown,no
37,blue-collar,married,primary,708,yes,no,telephone,2,feb,51,1,0,unknown,no
33,blue-collar,married,secondary,6227,yes,no,unknown,23,may,76,2,0,unknown,no
33,technician,single,tertiary,2565,yes,no,cellular,13,may,128,2,0,unknown,no
29,management,single,tertiary,572,no,no,cellular,4,jun,224,1,0,unknown,yes
32,management,married,tertiary,628,no,no,cellular,30,apr,280,1,0,unknown,no
40,blue-collar,married,primary,13,yes,no,unknown,4,jul,178,1,0,unknown,no
32,management,married,tertiary,2431,yes,no,cellular,14,may,646,5,0,unknown,yes
34,blue-collar,married,primary,267,yes,no,unknown,7,may,362,1,0,unknown,no
35,blue-collar,married,unknown,1201,no,no,unknown,18,jun,537,1,0,unknown,yes
46,services,married,secondary,375,no,no,telephone,31,jul,172,6,0,unknown,no
58,management,married,secondary,-382,no,no,cellular,31,jul,644,12,0,unknown,yes
41,management,married,tertiary,217,no,no,cellular,19,nov,328,1,0,unknown,no
53,management,married,secondary,2693,no,no,cellular,5,mar,90,1,1,failure,yes
60,management,married,tertiary,3301,no,no,unknown,17,jun,2621,3,0,unknown,yes
33,services,married,secondary,386,no,no,cellular,12,nov,253,1,4,failure,yes
46,admin.,divorced,secondary,2232,no,no,cellular,13,feb,121,1,0,unknown,yes
35,technician,married,secondary,4922,yes,no,cellular,17,nov,393,4,17,other,yes
60,technician,married,secondary,824,yes,no,cellular,9,aug,265,1,8,success,yes
70,retired,married,tertiary,44,no,no,cellular,18,sep,1104,2,2,other,yes
47,technician,divorced,secondary,1013,no,no,cellular,15,sep,170,1,3,failure,yes
36,unemployed,divorced,secondary,8267,no,no,unknown,18,jun,321,2,0,unknown,no
52,management,married,secondary,5193,no,no,cellular,23,apr,477,2,0,unknown,no
52,admin.,married,primary,204,no,no,cellular,19,aug,123,2,0,unknown,no
39,technician,married,secondary,1587,yes,no,cellular,2,jun,171,3,0,unknown,yes
57,retired,married,tertiary,34,no,yes,cellular,28,jan,139,1,0,unknown,no
28,blue-collar,single,secondary,39,no,no,cellular,31,jul,22,7,0,unknown,no
49,management,married,tertiary,1050,yes,no,cellular,18,nov,924,1,0,unknown,yes
47,blue-collar,married,primary,550,yes,no,unknown,7,may,113,1,0,unknown,no
30,management,married,tertiary,233,yes,no,unknown,14,may,382,10,0,unknown,no
54,technician,divorced,secondary,2156,yes,no,cellular,30,apr,258,1,5,success,yes
31,management,single,tertiary,924,no,no,cellular,5,jun,207,2,1,success,yes
56,self-employed,married,tertiary,411,no,no,unknown,19,jun,145,4,0,unknown,no
40,blue-collar,married,primary,1841,yes,no,cellular,15,may,880,4,0,unknown,yes
44,management,divorced,tertiary,5773,no,no,unknown,23,may,597,6,0,unknown,yes
35,blue-collar,married,primary,602,yes,no,cellular,14,may,467,6,0,unknown,no
61,retired,married,secondary,1058,no,no,cellular,27,apr,159,3,0,unknown,yes
28,admin.,single,secondary,1277,no,no,cellular,26,mar,475,1,0,unknown,yes
24,student,single,secondary,1123,no,no,cellular,13,jul,475,1,1,other,yes
31,technician,married,tertiary,313,yes,no,cellular,27,aug,114,2,0,unknown,no
37,management,divorced,tertiary,481,yes,no,cellular,19,aug,97,6,0,unknown,no
36,management,divorced,tertiary,133,yes,no,unknown,9,may,117,1,0,unknown,no
30,technician,married,secondary,1011,yes,no,unknown,16,may,109,1,0,unknown,no
56,management,married,tertiary,705,no,no,cellular,19,nov,164,2,0,unknown,no
44,management,single,tertiary,709,yes,no,cellular,19,nov,54,1,0,unknown,no
32,services,divorced,secondary,454,yes,no,cellular,18,jul,978,1,0,unknown,yes
35,unemployed,married,secondary,2080,yes,no,telephone,14,apr,266,3,0,unknown,no
36,blue-collar,married,primary,243,yes,yes,unknown,30,may,118,2,0,unknown,no
40,self-employed,married,secondary,-754,yes,yes,unknown,3,jun,941,3,0,unknown,yes
48,blue-collar,divorced,secondary,-314,yes,no,cellular,18,may,7,5,0,unknown,no
45,technician,single,tertiary,0,no,no,cellular,22,aug,87,4,0,unknown,no
51,entrepreneur,married,tertiary,83,no,no,cellular,20,apr,267,2,0,unknown,yes
40,management,married,tertiary,0,no,no,cellular,6,aug,131,2,6,success,yes
35,technician,single,secondary,144,no,no,cellular,22,jul,163,2,0,unknown,no
38,services,divorced,secondary,446,yes,no,unknown,18,jun,373,4,0,unknown,no
35,technician,married,tertiary,432,no,no,cellular,12,aug,104,8,0,unknown,no
37,admin.,single,secondary,245,yes,yes,unknown,7,may,732,2,0,unknown,yes
58,unemployed,married,secondary,610,yes,no,telephone,29,jul,246,2,0,unknown,no
42,blue-collar,married,secondary,879,yes,no,cellular,18,nov,140,1,0,unknown,no
57,blue-collar,married,primary,0,no,no,unknown,9,jun,73,2,0,unknown,no
33,unemployed,married,secondary,1211,no,no,cellular,11,feb,535,1,1,success,yes
